Name,Customer_ID,Account_Number,Meter_Number,Age,Location,Income,Purchase_Frequency,Purchase_History,Churn_Status,Customer_Satisfaction_Score,Average_Resolution_Time_Hours,Complaint_Frequency,Transaction_DateTime,Transaction_Reference,Receipt_Number,Payment_Type,Meter_Type,Tariff_Class,Amount_Paid,Units_Purchased,Token,VAT,Service_Charge,Debt_Arrears,Previous_Meter_Reading,Current_Meter_Reading,Energy_Consumption,Billing_Cycle,Billing_Accuracy,Power_Outage_Frequency,Power_Outage_Duration_Hours,Service_Usage
Ashley Parks,CUST501897,AEDC101897,MTR201897,36,"Dutse, Abuja, Nigeria",65246,4,25872.23,No,2.24,53.87,6,2025-07-26 10:43:27.351476,4fe881af-ae37-490c-9845-4e87a5d01fe4,RCPT301897,POS,Prepaid,A,5426.79,66.87,11871997837116997017,407.01,934.09,21439.55,3890,3956,66,Apr-2025,0.96,9,20.49,267.43
Brandon Martinez,CUST501898,AEDC101898,MTR201898,41,"Lugbe, Abuja, Nigeria",86613,7,25832.85,No,4.63,26.94,0,2025-07-11 01:51:47.827150,41c0402b-cca0-4905-84df-33f470247f2a,RCPT301898,Transfer,Postpaid,C,3967.12,31.13,,297.53,2444.84,3680.17,7481,7512,31,Jan-2025,0.85,1,1.92,227.68
Gary Bailey,CUST501899,AEDC101899,MTR201899,29,"Apo, Abuja, Nigeria",81975,7,83495.25,No,2.91,48.89,4,2025-08-21 23:42:53.526776,eb20fa95-4719-434e-ad57-cfaedb793e72,RCPT301899,POS,Postpaid,B,10930.1,99.22,,819.76,617.47,20730.82,4076,4175,99,Apr-2025,0.87,7,16.11,565.32
Angela Stewart,CUST501900,AEDC101900,MTR201900,37,"Gwarinpa, Abuja, Nigeria",55742,14,42597.13,No,4.61,21.82,0,2025-05-08 18:35:36.151135,9f35e95a-3819-44ae-9fb0-28dd7a0c7b6d,RCPT301900,Cash,Postpaid,A,3156.43,34.58,,236.73,927.49,962.64,1934,1968,34,Apr-2025,0.89,2,3.42,453.7
Jon Frye,CUST501901,AEDC101901,MTR201901,35,"Maitama, Abuja, Nigeria",35242,5,7210.88,Yes,3.52,23.58,4,2026-02-09 00:53:24.368942,39ffecb6-1af6-4cd2-b092-f25244b5aa7e,RCPT301901,Mobile App,Postpaid,A,1691.99,15.12,,126.9,1466.28,5440.75,1668,1683,15,Mar-2025,0.87,6,8.97,20.0
Dr. Michelle Norman,CUST501902,AEDC101902,MTR201902,45,"Gwarinpa, Abuja, Nigeria",51732,6,13495.19,Yes,4.34,28.14,0,2026-03-26 22:33:13.816447,aed69ec1-ed36-4825-b4e3-c5d87af37e47,RCPT301902,Cash,Prepaid,C,2538.97,26.98,76653584286013825364,190.42,1773.21,61311.22,2683,2709,26,Mar-2025,0.95,5,7.6,141.18
Elijah Alvarado,CUST501903,AEDC101903,MTR201903,38,"Gwagwalada, Abuja, Nigeria",65910,6,52530.14,No,2.98,34.7,5,2026-01-06 19:12:44.249441,0651d700-9ac5-4169-9a5e-95ca98a5d121,RCPT301903,Transfer,Prepaid,C,8980.17,109.38,01536554219962961629,673.51,2410.31,1705.06,4545,4654,109,Apr-2025,0.96,7,13.5,663.88
Courtney Peters MD,CUST501904,AEDC101904,MTR201904,26,"Apo, Abuja, Nigeria",33768,7,7553.78,Yes,4.21,25.46,2,2025-04-14 19:47:36.771077,6a6d5b8b-3932-402e-8a20-d84abccc3c5a,RCPT301904,POS,Prepaid,A,762.65,7.21,22900141132192093947,57.2,1944.69,69890.29,4149,4156,7,Jan-2025,1.0,1,2.77,20.0
Sarah Jenkins,CUST501905,AEDC101905,MTR201905,43,"Kurudu, Abuja, Nigeria",90488,8,54504.43,No,4.28,28.77,0,2025-12-08 15:39:01.288849,daf7f4fd-a57d-4042-ab08-82ac23a949d8,RCPT301905,POS,Postpaid,B,4876.62,38.13,,365.75,2414.48,28681.36,1808,1846,38,Feb-2025,0.9,4,8.62,333.99
Preston Waller,CUST501906,AEDC101906,MTR201906,38,"Gwarinpa, Abuja, Nigeria",207235,9,236554.53,No,3.93,38.96,2,2025-05-30 16:39:31.086640,83420388-28ed-405d-bb86-7c74e59f924e,RCPT301906,POS,Prepaid,C,27886.08,357.34,13225097670110507126,2091.46,2489.26,2300.53,5131,5488,357,Jun-2025,0.97,2,5.69,3306.67
Sean Ryan,CUST501907,AEDC101907,MTR201907,25,"Maitama, Abuja, Nigeria",30000,10,38216.7,No,4.41,14.16,0,2025-11-26 16:14:37.508090,3fe1c13c-07ba-44fb-b6cf-3b170e6e4426,RCPT301907,POS,Postpaid,C,3290.25,25.82,,246.77,1813.75,26370.15,4493,4518,25,Jun-2025,0.86,4,8.93,222.45
Danny Taylor,CUST501908,AEDC101908,MTR201908,31,"Lugbe, Abuja, Nigeria",43071,12,28420.26,No,4.28,19.65,0,2025-10-19 17:14:26.474921,8e36445b-8913-4c91-8b52-6b3516806797,RCPT301908,Cash,Postpaid,C,1689.24,19.21,,126.69,1811.21,6092.02,6322,6341,19,Jun-2025,0.92,4,10.49,186.65
Diane Gordon,CUST501909,AEDC101909,MTR201909,37,"Dutse, Abuja, Nigeria",93012,7,77233.57,No,2.98,55.53,5,2026-02-03 05:02:00.277321,a910812a-fa4c-4037-b0bb-2538f70c1475,RCPT301909,Cash,Prepaid,B,8483.79,72.71,51354511215447749010,636.28,2311.88,27889.32,2667,2739,72,Apr-2025,0.95,10,9.26,500.46
Ronnie Levine,CUST501910,AEDC101910,MTR201910,29,"Asokoro, Abuja, Nigeria",30000,8,23679.79,No,4.51,28.95,0,2025-10-06 02:13:47.945484,347cf5a4-68b9-49de-9cae-ff9c480cc541,RCPT301910,Mobile App,Prepaid,B,2420.36,26.49,27940043582774189300,181.53,1550.57,21513.87,1244,1270,26,Jan-2025,0.94,2,4.05,175.91
Sheila Bond,CUST501911,AEDC101911,MTR201911,31,"Wuse, Abuja, Nigeria",58987,6,41325.99,No,3.91,27.6,2,2025-06-09 17:12:20.927456,f451126d-da78-4539-8adb-e5656ec43e3c,RCPT301911,Transfer,Postpaid,C,5639.5,46.7,,422.96,1520.56,1760.45,3051,3097,46,Jun-2025,0.85,5,8.37,274.27
Daniel Barnett,CUST501912,AEDC101912,MTR201912,37,"Dutse, Abuja, Nigeria",30000,9,34736.98,Yes,4.74,10.06,0,2025-04-20 20:33:59.442028,e7aca4d8-dbab-4797-9dbd-ae1c3612b003,RCPT301912,Cash,Postpaid,B,3341.32,46.97,,250.6,1385.3,47258.97,3886,3932,46,Jan-2025,0.8,5,3.27,483.81
Sean Burns,CUST501913,AEDC101913,MTR201913,23,"Maitama, Abuja, Nigeria",285031,7,151157.19,Yes,3.47,27.42,3,2025-04-20 11:52:20.239842,b693c239-c034-4450-8335-c8577c1acdb9,RCPT301913,POS,Prepaid,C,18745.33,335.38,31601400431328296916,1405.9,2326.33,35291.63,2076,2411,335,Feb-2025,1.0,5,13.05,2290.89
Brian Tucker,CUST501914,AEDC101914,MTR201914,33,"Wuse, Abuja, Nigeria",30000,2,5185.99,No,4.58,21.89,1,2025-07-24 12:41:16.679432,55fb2bf1-5f76-48bd-962a-9b442bd71765,RCPT301914,Transfer,Postpaid,B,3034.11,33.41,,227.56,1226.04,14530.27,6288,6321,33,Mar-2025,0.86,0,0.0,53.6
Edward Medina,CUST501915,AEDC101915,MTR201915,55,"Jabi, Abuja, Nigeria",86786,9,103117.55,No,2.98,31.6,3,2025-09-15 09:15:07.915649,cdf9db9c-555d-47ce-8fdb-3b2b86a8d41a,RCPT301915,Mobile App,Postpaid,B,12993.38,168.12,,974.5,1953.71,26780.24,4235,4403,168,Feb-2025,0.91,8,22.14,1470.79
Jenna Hill,CUST501916,AEDC101916,MTR201916,18,"Kubwa, Abuja, Nigeria",82160,9,91087.72,No,3.19,49.93,4,2026-02-17 19:24:30.353441,104d81e6-34dc-4da6-b8ed-79018fa5f4b3,RCPT301916,Mobile App,Postpaid,C,11984.07,96.51,,898.81,935.15,16561.92,6674,6770,96,Apr-2025,0.93,7,10.16,857.46
Samantha Townsend,CUST501917,AEDC101917,MTR201917,45,"Lugbe, Abuja, Nigeria",30000,11,41148.44,Yes,3.71,31.27,4,2025-09-19 06:47:00.293256,37b142b0-8eec-4ea5-8180-4318b2fabe5e,RCPT301917,POS,Postpaid,C,3551.94,41.88,,266.4,317.04,26246.87,7854,7895,41,Mar-2025,0.87,5,3.47,506.05
Jorge Howard,CUST501918,AEDC101918,MTR201918,36,"Dutse, Abuja, Nigeria",39857,9,24823.22,No,3.08,46.9,5,2026-02-21 13:10:59.566228,654d8fde-98fc-41e8-b4d8-cf01a37453d1,RCPT301918,Cash,Postpaid,B,2552.09,22.22,,191.41,1868.86,4179.15,7963,7985,22,Mar-2025,0.88,7,9.11,213.66
Kelsey Combs,CUST501919,AEDC101919,MTR201919,57,"Apo, Abuja, Nigeria",88769,11,117042.63,Yes,3.14,35.9,5,2025-09-30 14:39:17.898221,c7fa3af3-3a8b-4971-a778-f6dcf6f44734,RCPT301919,Transfer,Prepaid,A,9891.62,163.76,49795063611040604340,741.87,2008.46,79790.92,4053,4216,163,May-2025,0.9,7,10.11,1862.66
Dustin Ingram,CUST501920,AEDC101920,MTR201920,31,"Dutse, Abuja, Nigeria",151465,8,159787.39,No,3.92,34.64,3,2026-02-02 04:38:00.089910,c6e47fba-01f2-4e43-9fa4-cc68a5a9cb2d,RCPT301920,Cash,Postpaid,B,16667.02,169.89,,1250.03,988.6,19034.28,7622,7791,169,Feb-2025,0.83,3,2.58,1354.48
Kimberly Campbell,CUST501921,AEDC101921,MTR201921,39,"Maitama, Abuja, Nigeria",51648,6,15685.14,No,3.55,37.73,4,2025-12-16 21:43:11.329980,25cb126a-773c-4f21-a769-8c182f05cb00,RCPT301921,Transfer,Prepaid,B,2170.78,21.69,72291291226800876014,162.81,1784.91,21045.92,5643,5664,21,Jan-2025,1.0,3,5.47,92.26
Michael Howell,CUST501922,AEDC101922,MTR201922,33,"Karu, Abuja, Nigeria",95925,10,112576.06,No,3.65,31.64,2,2025-07-27 13:56:20.413763,b710ee46-65c8-4dcd-a84b-e2c3158d7812,RCPT301922,Transfer,Prepaid,A,10453.23,130.94,40581279625949333704,783.99,2232.25,14902.93,4433,4563,130,Feb-2025,0.9,5,12.58,1260.59
Melissa Welch,CUST501923,AEDC101923,MTR201923,33,"Asokoro, Abuja, Nigeria",56752,7,50008.15,No,2.62,25.0,5,2025-09-10 05:29:29.041005,72752b6f-67f1-40f3-8263-eae9a97ab1f0,RCPT301923,Transfer,Prepaid,A,7783.49,64.58,53817628669382602875,583.76,640.64,20288.23,2945,3009,64,Jun-2025,0.87,9,22.57,528.1
Ivan Higgins,CUST501924,AEDC101924,MTR201924,22,"Gwarinpa, Abuja, Nigeria",66303,7,46611.46,Yes,4.62,24.17,0,2025-09-13 11:16:59.788545,7e79fd2e-4e46-4311-a751-79f9f32f691a,RCPT301924,Transfer,Prepaid,A,6904.97,97.22,70826612582633887303,517.87,1348.14,1728.15,1561,1658,97,May-2025,1.0,3,2.7,714.93
Patrick Schroeder,CUST501925,AEDC101925,MTR201925,51,"Jabi, Abuja, Nigeria",37681,6,20688.03,No,4.38,29.36,1,2025-06-03 19:02:12.087036,fe081775-84a2-4703-af1b-64347d4a3749,RCPT301925,Mobile App,Postpaid,B,3727.03,48.97,,279.53,1099.93,20704.59,6837,6885,48,Jun-2025,0.9,3,2.45,327.25
Jennifer Martinez,CUST501926,AEDC101926,MTR201926,39,"Asokoro, Abuja, Nigeria",30000,6,22205.33,No,3.92,34.9,3,2026-01-11 18:37:41.159629,b8bf06dc-0089-4cfc-8f0d-a48682fcd154,RCPT301926,Cash,Postpaid,B,3912.06,35.52,,293.4,660.59,9874.33,4141,4176,35,Jun-2025,0.94,2,2.68,330.26
Jennifer Collins,CUST501927,AEDC101927,MTR201927,29,"Asokoro, Abuja, Nigeria",86339,2,17179.73,No,4.64,35.64,0,2025-10-23 18:21:24.388492,812db27a-80df-41f9-abbf-669a4899d302,RCPT301927,Mobile App,Postpaid,C,8970.02,100.72,,672.75,1388.14,28120.35,6653,6753,100,May-2025,0.83,0,0.0,247.62
Patrick Roberts,CUST501928,AEDC101928,MTR201928,35,"Kurudu, Abuja, Nigeria",30000,7,12354.38,Yes,3.12,42.2,6,2026-01-06 16:05:39.602783,7b41097b-e80a-4b21-8b9d-9c303547a3c3,RCPT301928,Cash,Prepaid,A,1779.04,25.53,72057230867437405650,133.43,1341.61,61011.65,1840,1865,25,Jun-2025,0.96,10,5.18,163.76
Roger Martin,CUST501929,AEDC101929,MTR201929,33,"Asokoro, Abuja, Nigeria",65803,8,66367.44,No,3.24,29.69,4,2026-01-06 01:16:40.211245,257094f8-a668-4b19-b952-43e0168d5bb6,RCPT301929,Transfer,Prepaid,B,8118.45,75.27,55562991569579006299,608.88,2299.01,21942.69,4710,4785,75,Mar-2025,1.0,7,13.33,583.61
Kevin Thomas,CUST501930,AEDC101930,MTR201930,38,"Gwagwalada, Abuja, Nigeria",65830,9,34743.22,No,4.86,13.59,0,2025-11-09 18:57:12.116794,b40ed348-bcab-4671-b449-4a94ae1fdc5d,RCPT301930,Mobile App,Postpaid,A,4598.06,58.83,,344.85,1861.59,13117.94,1255,1313,58,Feb-2025,0.87,0,0.0,575.35
Mr. Brian Daniels Jr.,CUST501931,AEDC101931,MTR201931,26,"Gwarinpa, Abuja, Nigeria",45753,9,18485.2,No,4.64,36.44,0,2025-04-21 20:39:55.348147,daa1b20c-5df9-4151-9c40-6c4abc9a63cb,RCPT301931,Transfer,Postpaid,B,1769.4,19.51,,132.71,1742.12,5137.16,6231,6250,19,Jan-2025,0.83,0,0.0,187.73
Andrea Nunez,CUST501932,AEDC101932,MTR201932,36,"Lugbe, Abuja, Nigeria",30000,7,11968.16,No,3.69,40.75,1,2025-06-12 02:15:32.158095,74f66349-85f0-43cf-9526-d87e8cc4cd1b,RCPT301932,Mobile App,Postpaid,C,1230.66,10.76,,92.3,790.82,16159.05,3320,3330,10,May-2025,0.87,6,14.01,31.01
Jacob Sanchez,CUST501933,AEDC101933,MTR201933,53,"Kubwa, Abuja, Nigeria",74690,7,68600.56,No,4.62,18.11,0,2025-07-12 10:01:47.261234,1aa68cbc-7f05-49d7-a16e-0e98ae51eb3d,RCPT301933,Transfer,Prepaid,B,7745.97,96.58,72102267621156948078,580.95,379.76,29899.31,1538,1634,96,Jun-2025,0.9,3,4.02,657.16
Kevin Lowe,CUST501934,AEDC101934,MTR201934,45,"Asokoro, Abuja, Nigeria",84658,6,30019.48,Yes,3.29,45.01,3,2025-10-13 07:53:52.552747,5cf9fcf8-d3b2-4655-b459-c695658c0346,RCPT301934,POS,Prepaid,A,5385.53,77.71,67135942830667331399,403.91,1200.43,48901.56,3031,3108,77,Jun-2025,0.97,9,13.1,434.32
Ashley Flores,CUST501935,AEDC101935,MTR201935,41,"Apo, Abuja, Nigeria",42534,10,21293.48,No,4.9,10.23,0,2025-04-05 20:58:24.415763,8a91eb83-9f8a-4ac7-b7ef-ad34c52f448b,RCPT301935,Cash,Postpaid,C,2136.99,18.96,,160.27,905.64,17065.28,6691,6709,18,Jun-2025,0.87,0,0.0,207.42
Emily Williams,CUST501936,AEDC101936,MTR201936,26,"Asokoro, Abuja, Nigeria",30000,7,30442.32,No,3.73,54.0,2,2025-11-13 00:25:54.204318,1d52c531-c08a-448d-8d6c-fcf333aba35f,RCPT301936,Cash,Prepaid,A,5052.17,39.79,15424870321733780168,378.91,432.46,390.05,1984,2023,39,Apr-2025,0.96,5,6.59,288.96
Carrie Holland,CUST501937,AEDC101937,MTR201937,54,"Dutse, Abuja, Nigeria",83131,11,105931.49,No,3.78,24.68,2,2025-08-23 08:53:43.451862,70c4598e-1aa8-4ce8-9479-7f203c4a8bc7,RCPT301937,Transfer,Prepaid,C,7517.87,61.83,16627225468479212463,563.84,807.87,21761.21,6239,6300,61,Mar-2025,0.9,4,11.55,647.69
Darren Garcia,CUST501938,AEDC101938,MTR201938,31,"Karu, Abuja, Nigeria",152999,7,118728.44,Yes,3.09,24.6,4,2025-11-18 14:16:29.511553,73207d63-769b-4a78-9b96-f5e6ac09f3f8,RCPT301938,Cash,Prepaid,B,14883.37,142.54,10499892604598767525,1116.25,1105.58,35520.43,6415,6557,142,Mar-2025,0.96,7,17.34,991.12
Daniel Graham,CUST501939,AEDC101939,MTR201939,40,"Kubwa, Abuja, Nigeria",49790,6,34122.5,No,3.06,49.58,5,2025-06-16 12:34:27.884799,e9638496-e7fa-4a35-b53f-ca913fe2e6b5,RCPT301939,Transfer,Prepaid,C,6165.6,54.73,38955256776378181292,462.42,2341.14,23687.15,5988,6042,54,Feb-2025,0.96,6,8.96,305.51
Lacey Brown,CUST501940,AEDC101940,MTR201940,43,"Kubwa, Abuja, Nigeria",43700,6,23396.77,No,3.08,47.29,3,2026-01-20 07:24:37.531127,98042f7b-2760-4f1c-9d09-8d53983ac258,RCPT301940,Cash,Postpaid,C,4634.94,42.97,,347.62,1752.44,4026.85,7602,7644,42,Jun-2025,0.86,7,16.85,247.31
Christine Raymond,CUST501941,AEDC101941,MTR201941,50,"Karu, Abuja, Nigeria",206040,4,90615.83,No,4.25,39.9,1,2026-02-10 21:21:43.838634,fd5f1a08-ebeb-4257-936e-2e1b959b8c88,RCPT301941,Transfer,Postpaid,C,17302.75,150.66,,1297.71,884.27,25135.56,3109,3259,150,Feb-2025,0.85,5,3.02,595.33
Katherine Nixon,CUST501942,AEDC101942,MTR201942,21,"Maitama, Abuja, Nigeria",38439,10,13741.31,No,4.46,21.35,1,2026-02-14 22:59:49.788197,ae3ddc08-cc0a-4413-959c-cfec09b434d3,RCPT301942,Mobile App,Prepaid,C,1025.01,13.35,49528540350625129378,76.88,2308.81,13991.39,1288,1301,13,Mar-2025,0.88,3,2.47,99.06
Erin Bond,CUST501943,AEDC101943,MTR201943,25,"Gwarinpa, Abuja, Nigeria",30000,4,15682.47,No,3.62,45.18,4,2026-02-19 09:12:01.984972,9b54baf1-78e9-4cdc-a04a-cdeb10f6fb93,RCPT301943,Cash,Prepaid,A,4242.65,67.27,82741464633178324353,318.2,1197.25,20320.27,6140,6207,67,Feb-2025,0.95,4,2.55,315.02
Grant Powell,CUST501944,AEDC101944,MTR201944,35,"Karu, Abuja, Nigeria",47912,8,57337.6,Yes,2.95,27.53,6,2025-10-12 08:48:27.863452,6b57df0a-0ad0-4989-8a63-ed6052f730ee,RCPT301944,POS,Prepaid,C,7356.77,74.59,70076190810247110592,551.76,1032.43,10434.02,6499,6573,74,Mar-2025,0.91,6,11.5,627.55
Steven Norton,CUST501945,AEDC101945,MTR201945,41,"Kubwa, Abuja, Nigeria",70186,9,36236.65,No,3.16,39.52,5,2025-06-05 05:18:04.986123,ba53f712-c40e-4bde-9dec-aaf34063168f,RCPT301945,Cash,Prepaid,B,4105.37,37.89,91382524203988982496,307.9,849.06,11051.88,1723,1760,37,Jun-2025,0.99,4,8.99,289.82
Dr. Katrina Webb,CUST501946,AEDC101946,MTR201946,22,"Karu, Abuja, Nigeria",30000,9,38550.52,No,4.75,17.59,0,2025-12-16 17:40:46.000260,6fced5ee-a49a-48ba-aa3d-d85376107f95,RCPT301946,Transfer,Postpaid,C,4128.52,35.8,,309.64,1537.7,29453.24,5567,5602,35,Mar-2025,0.89,2,1.49,271.75
Stephanie Watkins,CUST501947,AEDC101947,MTR201947,18,"Karu, Abuja, Nigeria",31374,4,5980.35,No,4.5,11.64,0,2026-01-16 13:06:07.563717,7ad28e77-d845-413e-8ee1-9532b26550aa,RCPT301947,Mobile App,Prepaid,C,1586.51,17.54,03107748998992954984,118.99,2450.53,24914.45,6346,6363,17,Apr-2025,0.99,4,7.64,103.49
John Smith,CUST501948,AEDC101948,MTR201948,52,"Kurudu, Abuja, Nigeria",77720,6,29223.23,Yes,3.48,33.02,4,2026-03-05 21:26:48.290289,9205bf09-a56a-4ca6-b0b2-c25851c911e5,RCPT301948,POS,Postpaid,C,4084.74,31.7,,306.36,1656.31,57414.44,2489,2520,31,Feb-2025,0.88,5,7.74,231.19
Lisa Colon,CUST501949,AEDC101949,MTR201949,56,"Maitama, Abuja, Nigeria",30429,7,30897.47,No,3.13,54.97,2,2026-03-16 22:14:31.024796,f54eeaab-e503-4817-9d20-750de9d94a0d,RCPT301949,Mobile App,Postpaid,C,4535.53,67.52,,340.16,623.9,23544.01,3123,3190,67,Feb-2025,0.92,7,18.38,483.56
Brittany Anderson,CUST501950,AEDC101950,MTR201950,39,"Karu, Abuja, Nigeria",59805,11,66922.55,No,4.22,28.98,2,2026-02-09 15:12:21.094060,80d1c394-2c58-404f-8f34-ade26b291764,RCPT301950,Cash,Postpaid,B,6848.16,62.92,,513.61,954.67,19415.83,5394,5456,62,Mar-2025,0.97,3,1.81,647.45
Lisa Johnson,CUST501951,AEDC101951,MTR201951,18,"Wuse, Abuja, Nigeria",92952,14,177322.12,No,4.22,32.07,0,2026-02-04 08:05:21.682877,14db9f7f-efbc-4a54-b953-ce45faf96189,RCPT301951,Transfer,Postpaid,A,13822.51,199.34,,1036.69,1970.9,26459.04,3140,3339,199,Apr-2025,0.91,5,9.11,2718.37
Russell Watson,CUST501952,AEDC101952,MTR201952,37,"Kurudu, Abuja, Nigeria",36671,4,19692.59,No,4.42,20.42,1,2026-01-24 12:51:01.678825,27f7f79a-1cc9-43d1-b925-6532dabfca71,RCPT301952,Mobile App,Postpaid,B,5726.94,47.03,,429.52,556.54,26354.47,2090,2137,47,May-2025,0.88,4,3.48,196.68
Jaime Martinez,CUST501953,AEDC101953,MTR201953,27,"Apo, Abuja, Nigeria",98196,12,130022.69,No,2.97,48.03,5,2025-12-29 23:47:12.042169,48cde924-b699-444b-9cdc-0dc5f091f9d1,RCPT301953,Mobile App,Postpaid,C,10055.8,101.6,,754.18,1690.25,10259.57,6138,6239,101,Feb-2025,0.86,6,11.05,1270.9
Katrina Gonzales,CUST501954,AEDC101954,MTR201954,29,"Maitama, Abuja, Nigeria",30000,13,46093.89,Yes,3.87,32.93,3,2025-11-29 09:50:41.450961,ab34a6d4-22fe-4b2a-86d0-9ebaa462903f,RCPT301954,Mobile App,Prepaid,A,3714.07,67.07,35756052496978877388,278.56,942.23,8960.35,7028,7095,67,Jan-2025,0.97,6,4.01,835.33
Joseph Graves,CUST501955,AEDC101955,MTR201955,55,"Gwagwalada, Abuja, Nigeria",42034,6,15985.15,Yes,4.53,27.24,0,2025-10-27 13:25:42.356672,2bbf0588-6342-4736-9187-0fc2757d4e8e,RCPT301955,Cash,Postpaid,A,2485.55,27.31,,186.42,455.0,7923.85,3809,3836,27,Jan-2025,0.78,4,3.86,94.6
Mrs. Sandra Bell,CUST501956,AEDC101956,MTR201956,37,"Apo, Abuja, Nigeria",57184,4,22150.73,No,4.77,22.99,0,2026-01-31 11:15:13.005978,f19eaa75-71e2-4d5c-8601-6f7c3ee3df81,RCPT301956,Transfer,Postpaid,B,4455.64,47.8,,334.17,951.64,18438.57,6876,6923,47,May-2025,0.8,0,0.0,153.86
Holly Johnson,CUST501957,AEDC101957,MTR201957,29,"Kurudu, Abuja, Nigeria",30907,15,28676.92,Yes,4.17,27.45,2,2025-06-18 18:48:58.918024,c2ef2f42-84f1-492c-80a8-a14909b16142,RCPT301957,Mobile App,Postpaid,B,2238.76,18.76,,167.91,1184.83,42414.12,5265,5283,18,Jan-2025,1.0,4,3.18,349.59
Paige Cole,CUST501958,AEDC101958,MTR201958,43,"Wuse, Abuja, Nigeria",89033,9,65970.08,No,3.99,22.66,3,2026-03-05 20:43:55.962640,a48ef5c1-26c0-4c84-8dde-ab28082e37dc,RCPT301958,Transfer,Postpaid,B,8364.77,141.18,,627.36,1332.14,15097.24,5499,5640,141,Feb-2025,0.95,5,3.68,1323.86
David Jimenez,CUST501959,AEDC101959,MTR201959,60,"Kurudu, Abuja, Nigeria",39598,10,31823.2,No,3.09,42.94,4,2025-10-03 17:24:13.111501,a3e05b49-ccfc-4db6-b5a7-cddde4f5c5c6,RCPT301959,POS,Postpaid,B,2623.11,22.57,,196.73,1579.07,18675.59,2704,2726,22,Feb-2025,0.9,9,13.71,251.9
Shannon Rosales,CUST501960,AEDC101960,MTR201960,36,"Karu, Abuja, Nigeria",30000,5,6772.63,No,4.23,36.47,1,2025-04-20 06:08:00.886640,f057b950-c4b3-46ca-bccf-1f4e9023903b,RCPT301960,Transfer,Prepaid,C,1221.18,12.0,45961687143621306541,91.59,801.2,7939.85,2543,2555,12,Apr-2025,0.99,3,4.07,79.5
Kyle Watson,CUST501961,AEDC101961,MTR201961,39,"Lugbe, Abuja, Nigeria",50795,15,101018.31,Yes,3.3,26.25,3,2025-07-07 03:48:31.589685,2b514d74-3742-41fe-8244-6352e6ba7f64,RCPT301961,Transfer,Prepaid,B,6949.31,58.58,11322228983982385532,521.2,1183.36,2448.74,4634,4692,58,Feb-2025,0.84,6,16.7,931.52
Tracy Fuentes,CUST501962,AEDC101962,MTR201962,38,"Lugbe, Abuja, Nigeria",32290,6,7452.49,No,4.09,28.13,1,2025-11-19 22:03:25.402852,fb1513a1-e7fb-4636-8531-9cd19463c176,RCPT301962,Mobile App,Prepaid,C,918.08,14.42,90309094129376537752,68.86,1244.13,13183.03,7626,7640,14,Jan-2025,0.93,3,8.63,121.59
Ashley Schneider,CUST501963,AEDC101963,MTR201963,40,"Lugbe, Abuja, Nigeria",187375,14,161654.51,No,3.8,44.34,2,2026-03-14 09:19:29.967798,fd7bd00a-d72b-4405-8650-becc0e3f19bc,RCPT301963,Transfer,Postpaid,C,10170.98,84.76,,762.82,2348.06,13898.79,7756,7840,84,Apr-2025,0.87,4,7.04,1194.89
Courtney Wright,CUST501964,AEDC101964,MTR201964,38,"Kurudu, Abuja, Nigeria",108470,3,10072.24,No,3.94,12.67,1,2026-02-16 20:47:05.423927,b0a89929-836e-4ae0-ae79-5695710c365b,RCPT301964,Cash,Prepaid,A,3079.72,44.5,51695141144046065583,230.98,1918.71,11995.64,7582,7626,44,Jun-2025,0.94,6,14.68,207.35
Thomas Webster,CUST501965,AEDC101965,MTR201965,34,"Jabi, Abuja, Nigeria",139494,12,99435.9,No,3.39,33.23,4,2025-05-29 09:37:21.170622,8dbad4fe-6e08-471e-a1a0-2df5a7ab3235,RCPT301965,Cash,Prepaid,B,9649.52,82.53,04331173838850498055,723.71,1496.85,659.23,3836,3918,82,Mar-2025,1.0,5,9.56,1010.5
Marcus Lang,CUST501966,AEDC101966,MTR201966,18,"Maitama, Abuja, Nigeria",46985,4,23754.51,No,4.55,29.59,0,2025-05-03 00:58:04.810786,74eba50e-bbba-4db0-a5cf-82d3f807efd2,RCPT301966,POS,Prepaid,C,4873.25,42.64,12499199589957899774,365.49,1255.28,19690.15,3007,3049,42,May-2025,0.91,2,3.01,148.56
Martin Morrow,CUST501967,AEDC101967,MTR201967,36,"Kubwa, Abuja, Nigeria",53791,1,2055.55,No,2.93,41.58,3,2025-10-04 14:25:17.564417,407f9c48-9292-4f20-8042-313d8f23dc0b,RCPT301967,Mobile App,Prepaid,B,1590.86,15.66,53102131316697277590,119.31,2007.19,17604.99,5786,5801,15,May-2025,0.96,11,21.01,20.0
James Brooks,CUST501968,AEDC101968,MTR201968,39,"Jabi, Abuja, Nigeria",66202,6,45249.5,No,4.48,26.73,0,2026-03-21 02:09:04.334237,cb939693-7f6c-4262-9577-6688a947f1c4,RCPT301968,POS,Postpaid,B,6951.6,60.31,,521.37,2369.26,20899.76,5199,5259,60,Apr-2025,0.86,4,5.09,385.9
